CUST_ID,P_ACQ_1,ETHNICITY
10132692,0.0222,Orange
10132693,0.0389,Lemon
10132694,0.009,Lemon
10132695,0.0077,Orange
10132696,0.0273,Apple
10132697,0.0026,Apple
10132698,0.0254,Apple
10132699,0.0075,Lemon
10132700,0.0311,Apple
10132701,0.0336,Orange
10132702,0.0005,Orange
10132703,0.0279,Lemon
10132704,0.0028,Apple
10132705,0.0354,Orange
10132706,0.0375,Lemon
10132707,0.0024,Orange
10132708,0.0168,Lemon
10132709,0.0268,Orange
10132710,0.0304,Lemon
10132711,0.0263,Orange
10132712,0.0087,Apple
10132713,0.0177,Lemon
10132714,0.0322,Orange
10132715,0.0124,Lemon
10132716,0.0385,Lemon
10132717,0.0385,Apple
10132718,0.032,Orange
10132719,0.0309,Apple
10132720,0.0139,Orange
10132721,0.0287,Orange
10132722,0.0359,Lemon
10132723,0.034,Orange
10132724,0.0301,Apple
10132725,0.0154,Orange
10132726,0.0246,Apple
10132727,0.0016,Orange
10132728,0.0169,Lemon
10132729,0.0041,Orange
10132730,0.0345,Lemon
10132731,0.0375,Apple
10132732,0.0224,Apple
10132733,0.0257,Apple
10132734,0.0078,Apple
10132735,0.0384,Lemon
10132736,0.0387,Apple
10132737,0.0281,Apple
10132738,0.0036,Lemon
10132739,0.0083,Apple
10132740,0.0008,Lemon
10132741,0.0382,Orange
10132742,0.0028,Apple
10132743,0.0052,Lemon
10132744,0.0361,Lemon
10132745,0.0382,Apple
10132746,0.0243,Lemon
10132747,0.0282,Apple
10132748,0.0311,Orange
10132749,0.0292,Orange
10132750,0.0334,Apple
10132751,0.0285,Apple
10132752,0.0055,Apple
10132753,0.0163,Apple
10132754,0.0292,Lemon
10132755,0.0366,Orange
10132756,0.0374,Apple
10132757,0.002,Apple
10132758,0.0191,Lemon
10132759,0.0369,Orange
10132760,0.009,Apple
10132761,0.0394,Apple
10132762,0.0313,Lemon
10132763,0.0278,Orange
10132764,0.0332,Orange
10132765,0.0314,Orange
10132766,0.0199,Apple
10132767,0.0356,Apple
10132768,0.0203,Apple
10132769,0.0147,Orange
10132770,0.0363,Apple
10132771,0.0359,Apple
10132772,0.0253,Orange
10132773,0.0345,Orange
10132774,0.0341,Orange
10132775,0.0271,Orange
10132776,0.0273,Lemon
10132777,0.0176,Lemon
10132778,0.0018,Lemon
10132779,0.0281,Apple
10132780,0.0152,Apple
10132781,0.0076,Apple
10132782,0.025,Orange
10132783,0.0065,Orange
10132784,0.0183,Orange
10132785,0.0329,Lemon
10132786,0.0347,Apple
10132787,0.0095,Apple
10132788,0.0098,Orange
10132789,0.0319,Orange
10132790,0.0148,Apple
10132791,0.0108,Apple
10132792,0.0042,Apple
10132793,0.005,Orange
10132794,0.0262,Apple
10132795,0.0221,Orange
10132796,0.0129,Orange
10132797,0.0129,Lemon
10132798,0.0269,Apple
10132799,0.0328,Orange
10132800,0.0373,Apple
10132801,0.0031,Orange
10132802,0.0141,Apple
10132803,0.0299,Apple
10132804,0.0259,Lemon
10132805,0.0261,Orange
10132806,0.0025,Apple
10132807,0.0384,Lemon
10132808,0.012,Lemon
10132809,0.0359,Lemon
10132810,0.0092,Lemon
10132811,0.0324,Orange
10132812,0.0012,Orange
10132813,0.0247,Orange
10132814,0.0101,Orange
10132815,0.0123,Orange
10132816,0.0244,Lemon
10132817,0.0067,Lemon
10132818,0.0053,Lemon
10132819,0.0032,Apple
10132820,0.0097,Lemon
10132821,0.0095,Apple
10132822,0.0181,Apple
10132823,0.0069,Apple
10132824,0.0378,Orange
10132825,0.0376,Lemon
10132826,0.0045,Lemon
10132827,0.0271,Lemon
10132828,0.0091,Orange
10132829,0.0396,Orange
10132830,0.0176,Orange
10132831,0.0203,Apple
10132832,0.0369,Apple
10132833,0.0044,Lemon
10132834,0.0266,Orange
10132835,0.004,Apple
10132836,0.0114,Apple
10132837,0.0322,Apple
10132838,0.002,Apple
10132839,0.0235,Orange
10132840,0.0333,Orange
10132841,0.0278,Lemon
10132842,0.0187,Lemon
10132843,0.008,Lemon
10132844,0.035,Apple
10132845,0.0094,Orange
10132846,0.0133,Orange
10132847,0.0276,Apple
10132848,0.0129,Orange
10132849,0.0218,Apple
10132850,0.0352,Orange
10132851,0.0243,Apple
10132852,0.0139,Apple
10132853,0.028,Orange
10132854,0.0309,Orange
10132855,0.0156,Apple
10132856,0.0013,Lemon
10132857,0.0091,Orange
10132858,0.037,Orange
10132859,0.021,Apple
10132860,0.0159,Apple
10132861,0.0341,Apple
10132862,0.0302,Apple
10132863,0.0125,Orange
10132864,0.0135,Apple
10132865,0.0102,Lemon
10132866,0.027,Orange
10132867,0.0186,Orange
10132868,0.0102,Orange
10132869,0.0039,Orange
10132870,0.0275,Apple
10132871,0.037,Apple
10132872,0.0061,Lemon
10132873,0.0067,Lemon
10132874,0.0233,Apple
10132875,0.0019,Lemon
10132876,0.0025,Apple
10132877,0.0398,Lemon
10132878,0.0363,Lemon
10132879,0.0073,Apple
10132880,0.0228,Apple
10132881,0.0091,Orange
10132882,0.0196,Lemon
10132883,0.0307,Orange
10132884,0.0265,Orange
10132885,0.0365,Lemon
10132886,0.038,Orange
10132887,0.0252,Orange
10132888,0.033,Orange
10132889,0.027,Orange
10132890,0.0209,Orange
10132891,0.0089,Apple
10132892,0.0289,Apple
10132893,0.0209,Apple
10132894,0.0289,Apple
10132895,0.0304,Orange
10132896,0.0298,Lemon
10132897,0.0284,Orange
10132898,0.0233,Apple
10132899,0.0158,Lemon
10132900,0.0363,Orange
10132901,0.0334,Orange
10132902,0.031,Orange
10132903,0.0223,Orange
10132904,0.0338,Orange
10132905,0.0269,Apple
10132906,0.0381,Apple
10132907,0.0034,Lemon
10132908,0.0307,Apple
10132909,0.0177,Apple
10132910,0.0025,Lemon
10132911,0.0375,Lemon
10132912,0.0131,Apple
10132913,0.0332,Orange
10132914,0.0053,Apple
10132915,0.022,Orange
10132916,0.0361,Apple
10132917,0.007,Apple
10132918,0.0178,Apple
10132919,0.0308,Orange
10132920,0.0203,Orange
10132921,0.0333,Apple
10132922,0.0356,Lemon
10132923,0.026,Lemon
10132924,0.01,Lemon
10132925,0.0292,Orange
10132926,0.0194,Apple
10132927,0.0162,Orange
10132928,0.0113,Apple
10132929,0.0375,Lemon
10132930,0.0371,Orange
10132931,0.0028,Lemon
10132932,0.0223,Orange
10132933,0.001,Apple
10132934,0.0079,Lemon
10132935,0.0293,Apple
10132936,0.0369,Orange
10132937,0.0054,Orange
10132938,0.009,Lemon
10132939,0.0155,Lemon
10132940,0.0206,Orange
10132941,0.0067,Lemon
10132942,0.0256,Apple
10132943,0.0272,Orange
10132944,0.0251,Apple
10132945,0.0307,Lemon
10132946,0.0042,Apple
10132947,0.0009,Lemon
10132948,0.0114,Orange
10132949,0.027,Orange
10132950,0.0097,Apple
10132951,0.0312,Lemon
10132952,0.0326,Orange
10132953,0.0313,Orange
10132954,0.0234,Orange
10132955,0.0271,Lemon
10132956,0.035,Lemon
10132957,0.0312,Orange
10132958,0.0168,Apple
10132959,0.0234,Lemon
10132960,0.0124,Lemon
10132961,0.0092,Apple
10132962,0.0299,Lemon
10132963,0.0314,Orange
10132964,0.011,Orange
10132965,0.0266,Orange
10132966,0.0017,Lemon
10132967,0.0103,Apple
10132968,0.0322,Apple
10132969,0.0174,Orange
10132970,0.0399,Lemon
10132971,0.0346,Lemon
10132972,0.0365,Lemon
10132973,0.0273,Orange
10132974,0.0113,Orange
10132975,0.0048,Apple
10132976,0.0183,Apple
10132977,0.0199,Apple
10132978,0.0031,Lemon
10132979,0.0024,Lemon
10132980,0.0367,Orange
10132981,0.0027,Orange
10132982,0.0253,Lemon
10132983,0.0073,Orange
10132984,0.0053,Apple
10132985,0.0169,Lemon
10132986,0.0198,Apple
10132987,0.0147,Apple
10132988,0.0128,Orange
10132989,0.0189,Lemon
10132990,0.0387,Apple
10132991,0.0058,Lemon
10132992,0.0019,Orange
10132993,0.0343,Apple
10132994,0.0187,Apple
10132995,0.018,Apple
10132996,0.0148,Apple
10132997,0.0379,Orange
10132998,0.0308,Orange
10132999,0.0318,Lemon
10133000,0.0071,Orange
10133001,0.008,Lemon
10133002,0.0029,Lemon
10133003,0.0113,Lemon
10133004,0.008,Lemon
10133005,0.008,Apple
10133006,0.0037,Lemon
10133007,0.0095,Lemon
10133008,0.0067,Apple
10133009,0.032,Apple
10133010,0.0383,Apple
10133011,0.0162,Orange
10133012,0.0168,Apple
10133013,0.038,Lemon
10133014,0.0137,Orange
10133015,0.0388,Orange
10133016,0.035,Orange
10133017,0.0182,Apple
10133018,0.0067,Lemon
10133019,0.0227,Lemon
10133020,0.0184,Lemon
10133021,0.0275,Orange
10133022,0.0231,Apple
10133023,0.0004,Orange
10133024,0.0337,Orange
10133025,0.023,Lemon
10133026,0.0261,Lemon
10133027,0.0317,Apple
10133028,0.0176,Orange
10133029,0.0081,Lemon
10133030,0.0182,Orange
10133031,0.0397,Apple
10133032,0.0331,Lemon
10133033,0.0223,Lemon
10133034,0.0179,Apple
10133035,0.0203,Apple
10133036,0.0095,Lemon
10133037,0.0229,Lemon
10133038,0.0246,Lemon
10133039,0.0329,Orange
10133040,0.0382,Lemon
10133041,0.0244,Orange
10133042,0.0227,Lemon
10133043,0.0122,Orange
10133044,0.0299,Orange
10133045,0.0334,Lemon
10133046,0.022,Orange
10133047,0.0124,Apple
10133048,0.0163,Orange
10133049,0.0111,Orange
10133050,0.0399,Apple
10133051,0.0278,Lemon
10133052,0.026,Apple
10133053,0.0113,Lemon
10133054,0.0395,Orange
10133055,0.0378,Apple
10133056,0.0314,Orange
10133057,0.0301,Apple
10133058,0.0161,Orange
10133059,0.0203,Lemon
10133060,0.031,Apple
10133061,0.0375,Orange
10133062,0.0122,Orange
10133063,0.0242,Lemon
10133064,0.0112,Apple
10133065,0.0006,Orange
10133066,0.0039,Apple
10133067,0.0174,Lemon
10133068,0.0346,Orange
10133069,0.0229,Lemon
10133070,0.0173,Orange
10133071,0.0398,Orange
10133072,0.0361,Lemon
10133073,0.0219,Lemon
10133074,0.0272,Apple
10133075,0.0048,Apple
10133076,0.0051,Orange
10133077,0.0216,Orange
10133078,0.0134,Orange
10133079,0.0124,Lemon
10133080,0.0259,Apple
10133081,0.0357,Lemon
10133082,0.0074,Lemon
10133083,0.0032,Orange
10133084,0.0032,Orange
10133085,0.0246,Apple
10133086,0.0103,Apple
10133087,0.0028,Lemon
10133088,0.0143,Orange
10133089,0.0182,Orange
10133090,0.027,Lemon
10133091,0.0042,Orange
10133092,0.0384,Lemon
10133093,0.0254,Lemon
10133094,0.0309,Orange
10133095,0.0143,Lemon
10133096,0.0078,Orange
10133097,0.0049,Orange
10133098,0.0368,Orange
10133099,0.023,Lemon
10133100,0.0091,Orange
10133101,0.0085,Lemon
10133102,0.0003,Apple
10133103,0.0081,Orange
10133104,0.037,Lemon
10133105,0.0106,Orange
10133106,0.0195,Lemon
10133107,0.0305,Lemon
10133108,0.0271,Orange
10133109,0.024,Apple
10133110,0.0183,Lemon
10133111,0.0359,Apple
10133112,0.0032,Apple
10133113,0.0265,Lemon
10133114,0.0371,Orange
10133115,0.0046,Orange
10133116,0.0311,Apple
10133117,0.022,Lemon
10133118,0.024,Orange
10133119,0.0368,Apple
10133120,0.0161,Orange
10133121,0.0316,Orange
10133122,0.004,Apple
10133123,0.0271,Apple
10133124,0.0062,Apple
10133125,0.0087,Lemon
10133126,0.0337,Orange
10133127,0.0277,Apple
10133128,0.0293,Apple
10133129,0.0161,Orange
10133130,0.027,Lemon
10133131,0.0173,Apple
10133132,0.0149,Lemon
10133133,0.009,Orange
10133134,0.0355,Orange
10133135,0.0154,Orange
10133136,0.0187,Lemon
10133137,0.0134,Apple
10133138,0.0263,Apple
10133139,0.0034,Apple
10133140,0.0322,Lemon
10133141,0.0205,Lemon
10133142,0.0253,Lemon
10133143,0.0395,Orange
10133144,0.0126,Orange
10133145,0.0328,Lemon
10133146,0.0225,Orange
10133147,0.0241,Lemon
10133148,0.0128,Lemon
10133149,0.0205,Orange
10133150,0.006,Orange
10133151,0.0009,Apple
10133152,0.0381,Lemon
10133153,0.0174,Lemon
10133154,0.0166,Orange
10133155,0.0386,Orange
10133156,0.0053,Orange
10133157,0.0176,Lemon
10133158,0.0324,Orange
10133159,0.0066,Orange
10133160,0.0179,Apple
10133161,0.0001,Apple
10133162,0.0079,Apple
10133163,0.0155,Apple
10133164,0.018,Apple
10133165,0.0259,Lemon
10133166,0.0092,Orange
10133167,0.0383,Orange
10133168,0.0067,Apple
10133169,0.0267,Apple
10133170,0.0363,Apple
10133171,0.0318,Lemon
10133172,0.0347,Orange
10133173,0.0016,Apple
10133174,0.0067,Lemon
10133175,0.0279,Lemon
10133176,0.0289,Lemon
10133177,0.0187,Orange
10133178,0.0201,Orange
10133179,0.0149,Lemon
10133180,0.0201,Orange
10133181,0.0394,Orange
10133182,0.0333,Lemon
10133183,0.0239,Apple
10133184,0.0139,Orange
10133185,0.0172,Orange
10133186,0.0234,Apple
10133187,0.0318,Orange
10133188,0.0042,Lemon
10133189,0.0212,Lemon
10133190,0.0365,Apple
10133191,0.0384,Orange
10133192,0.0122,Apple
10133193,0.0077,Orange
10133194,0.0217,Apple
10133195,0.0155,Lemon
10133196,0.014,Orange
10133197,0.0064,Apple
10133198,0.032,Apple
10133199,0.0035,Lemon
10133200,0.0316,Orange
10133201,0.0386,Apple
10133202,0.0203,Apple
10133203,0.0335,Orange
10133204,0.037,Orange
10133205,0.0396,Apple
10133206,0.0289,Apple
10133207,0.0289,Apple
10133208,0.0255,Orange
10133209,0.0124,Orange
10133210,0.0309,Orange
10133211,0.0309,Apple
10133212,0.0339,Orange
10133213,0.0193,Lemon
10133214,0.0295,Lemon
10133215,0.0398,Orange
10133216,0.0248,Apple
10133217,0.006,Orange
10133218,0.0336,Apple
10133219,0.0368,Orange
10133220,0.0306,Apple
10133221,0.0266,Apple
10133222,0.0118,Lemon
10133223,0.0199,Lemon
10133224,0.0177,Orange
10133225,0.0166,Orange
10133226,0.0333,Lemon
10133227,0.0254,Lemon
10133228,0.0244,Orange
10133229,0.0164,Lemon
10133230,0.0256,Orange
10133231,0.0391,Orange
10133232,0.0263,Lemon
10133233,0.0195,Apple
10133234,0.0147,Orange
10133235,0.0196,Orange
10133236,0.0209,Lemon
10133237,0.0233,Orange
10133238,0.0326,Orange
10133239,0.0323,Lemon
10133240,0.0016,Orange
10133241,0.0238,Orange
10133242,0.0141,Orange
10133243,0.006,Orange
10133244,0.0212,Apple
10133245,0.0257,Lemon
10133246,0.0065,Lemon
10133247,0.017,Orange
10133248,0.0187,Apple
10133249,0.0261,Apple
10133250,0.0261,Apple
10133251,0.0359,Apple
10133252,0.024,Apple
10133253,0.0346,Lemon
10133254,0.0243,Lemon
10133255,0.0267,Apple
10133256,0.0185,Orange
10133257,0.0311,Lemon
10133258,0.0302,Lemon
10133259,0.0368,Orange
10133260,0.0234,Lemon
10133261,0.0235,Lemon
10133262,0.0163,Apple
10133263,0.0056,Apple
10133264,0.0224,Orange
10133265,0.0358,Orange
10133266,0.0157,Apple
10133267,0.0093,Apple
10133268,0.0307,Lemon
10133269,0.0357,Lemon
10133270,0.0144,Apple
10133271,0.0387,Apple
10133272,0.0085,Apple
10133273,0.0306,Orange
10133274,0.0287,Apple
10133275,0.0193,Apple
10133276,0.0107,Lemon
10133277,0.0124,Orange
10133278,0.0399,Orange
10133279,0.0109,Orange
10133280,0.0059,Lemon
10133281,0.0172,Lemon
10133282,0.0127,Orange
10133283,0.0218,Lemon
10133284,0.0002,Lemon
10133285,0.0145,Lemon
10133286,0.0102,Lemon
10133287,0.0215,Apple
10133288,0.0308,Orange
10133289,0.0171,Apple
10133290,0.0365,Lemon
10133291,0.0285,Orange
10133292,0.0091,Apple
10133293,0.0014,Lemon
10133294,0.0249,Lemon
10133295,0.0394,Apple
10133296,0.0116,Lemon
10133297,0.0028,Orange
10133298,0.0053,Apple
10133299,0.0195,Apple
10133300,0.0053,Orange
10133301,0.0387,Apple
10133302,0.0275,Lemon
10133303,0.0028,Orange
10133304,0.0355,Lemon
10133305,0.0378,Apple
10133306,0.0064,Orange
10133307,0.0376,Orange
10133308,0.0157,Lemon
10133309,0.0141,Lemon
10133310,0.0122,Orange
10133311,0.0151,Apple
10133312,0.0028,Orange
10133313,0.0399,Lemon
10133314,0.0024,Lemon
10133315,0.0043,Lemon
10133316,0.0007,Apple
10133317,0.0124,Orange
10133318,0.0266,Lemon
10133319,0.0076,Apple
10133320,0.0211,Orange
10133321,0.0013,Orange
10133322,0.0236,Apple
10133323,0.008,Lemon
10133324,0.0223,Apple
10133325,0.0156,Apple
10133326,0.0053,Lemon
10133327,0.0369,Orange
10133328,0.0371,Apple
10133329,0.0243,Lemon
10133330,0.0327,Apple
10133331,0.008,Lemon
10133332,0.0197,Lemon
10133333,0.0065,Orange
10133334,0.0307,Orange
10133335,0.034,Lemon
10133336,0.0356,Lemon
10133337,0.0195,Apple
10133338,0.0348,Apple
10133339,0.0292,Apple
10133340,0.0046,Apple
10133341,0.0085,Apple
10133342,0.0047,Orange
10133343,0.0329,Lemon
10133344,0.0051,Orange
10133345,0.0355,Apple
10133346,0.0021,Lemon
10133347,0.0005,Lemon
10133348,0.0292,Orange
10133349,0.0379,Lemon
10133350,0.015,Orange
10133351,0.0137,Apple
10133352,0.0281,Lemon
10133353,0.0339,Apple
10133354,0.0319,Lemon
10133355,0.006,Apple
10133356,0.0056,Orange
10133357,0.0063,Apple
10133358,0.014,Lemon
10133359,0.0127,Lemon
10133360,0.0049,Lemon
10133361,0.0153,Lemon
10133362,0.0018,Apple
10133363,0.0293,Apple
10133364,0.0052,Orange
10133365,0.0314,Apple
10133366,0.0391,Orange
10133367,0.0247,Lemon
10133368,0.0329,Orange
10133369,0.0009,Lemon
10133370,0.0085,Apple
10133371,0.0236,Orange
10133372,0.0346,Orange
10133373,0.0368,Lemon
10133374,0.0221,Orange
10133375,0.0267,Lemon
10133376,0.0258,Lemon
10133377,0.0196,Orange
10133378,0.011,Lemon
10133379,0.012,Orange
10133380,0.0396,Lemon
10133381,0.0027,Apple
10133382,0.0054,Lemon
10133383,0.0346,Orange
10133384,0.0273,Lemon
10133385,0.0172,Orange
10133386,0.0056,Apple
10133387,0.0052,Orange
10133388,0.0274,Lemon
10133389,0.0232,Orange
10133390,0.0298,Apple
10133391,0.012,Lemon
10133392,0.0233,Orange
10133393,0.0131,Apple
10133394,0.0366,Orange
10133395,0.0061,Orange
10133396,0.0031,Orange
10133397,0.0121,Orange
10133398,0.0393,Apple
10133399,0.0194,Orange
10133400,0.0189,Lemon
10133401,0.0187,Lemon
10133402,0.0172,Lemon
10133403,0.0266,Apple
10133404,0.0149,Apple
10133405,0.0292,Orange
10133406,0.0334,Lemon
10133407,0.0093,Apple
10133408,0.0329,Lemon
10133409,0.0374,Orange
10133410,0.0064,Apple
10133411,0.0268,Orange
10133412,0.0238,Lemon
10133413,0.0093,Orange
10133414,0.0064,Lemon
10133415,0.0144,Lemon
10133416,0.0241,Orange
10133417,0.0396,Lemon
10133418,0.0393,Orange
10133419,0.004,Orange
10133420,0.015,Orange
10133421,0.009,Orange
10133422,0.0112,Lemon
10133423,0.0293,Apple
10133424,0.0049,Lemon
10133425,0.0291,Apple
10133426,0.037,Lemon
10133427,0.0206,Orange
10133428,0.002,Apple
10133429,0.0274,Orange
10133430,0.0037,Lemon
10133431,0.0146,Orange
10133432,0.0282,Orange
10133433,0.0213,Lemon
10133434,0.0299,Lemon
10133435,0.0093,Apple
10133436,0.0112,Apple
10133437,0.0024,Lemon
10133438,0.03,Apple
10133439,0.0092,Lemon
10133440,0.0095,Apple
10133441,0.0092,Orange
10133442,0.02,Orange
10133443,0.003,Lemon
10133444,0.0033,Lemon
10133445,0.0071,Lemon
10133446,0.0073,Apple
10133447,0.0078,Apple
10133448,0.0289,Apple
10133449,0.0034,Lemon
10133450,0.0307,Orange
10133451,0.0135,Lemon
10133452,0.031,Apple
10133453,0.0299,Orange
10133454,0.0164,Orange
10133455,0.01,Apple
10133456,0.0067,Lemon
10133457,0.0137,Apple
10133458,0.0354,Apple
10133459,0.0138,Apple
10133460,0.0069,Orange
10133461,0.0158,Lemon
10133462,0.0097,Lemon
10133463,0.0033,Orange
10133464,0.0386,Orange
10133465,0.0061,Lemon
10133466,0.0071,Lemon
10133467,0.0023,Apple
10133468,0.0271,Apple
10133469,0.0222,Apple
10133470,0.022,Lemon
10133471,0.0105,Apple
10133472,0.0321,Apple
10133473,0.0073,Orange
10133474,0.0388,Apple
10133475,0.0382,Apple
10133476,0.0119,Orange
10133477,0.0383,Apple
10133478,0.0017,Apple
10133479,0.0009,Apple
10133480,0.0065,Orange
10133481,0.0394,Lemon
10133482,0.0191,Apple
10133483,0.0087,Orange
10133484,0.0248,Apple
10133485,0.0064,Orange
10133486,0.0066,Lemon
10133487,0.0397,Lemon
10133488,0.0152,Apple
10133489,0.0019,Apple
10133490,0.0047,Lemon
10133491,0.035,Orange
10133492,0.0145,Apple
10133493,0.0347,Lemon
10133494,0.0134,Orange
10133495,0.0348,Lemon
10133496,0.0375,Apple
10133497,0.0361,Orange
10133498,0.0157,Orange
10133499,0.0244,Orange
10133500,0.0184,Apple
10133501,0.0306,Apple
10133502,0.0085,Lemon
10133503,0.0155,Apple
10133504,0.0219,Lemon
10133505,0.0325,Apple
10133506,0.0096,Apple
10133507,0.0204,Lemon
10133508,0.0278,Lemon
10133509,0.0349,Apple
10133510,0.0131,Orange
10133511,0.0263,Apple
10133512,0.016,Apple
10133513,0.0276,Lemon
10133514,0.0018,Apple
10133515,0.0093,Lemon
10133516,0.0031,Apple
10133517,0.0135,Apple
10133518,0.0063,Lemon
10133519,0.0109,Orange
10133520,0.0227,Orange
10133521,0.0372,Lemon
10133522,0.0371,Apple
10133523,0.0058,Orange
10133524,0.0255,Orange
10133525,0.0054,Orange
10133526,0.0336,Orange
10133527,0.0094,Apple
10133528,0.0153,Apple
10133529,0.0225,Orange
10133530,0.033,Orange
10133531,0.0185,Apple
10133532,0.0056,Orange
10133533,0.0396,Apple
10133534,0.0275,Lemon
10133535,0.0011,Lemon
10133536,0.0098,Orange
10133537,0.0375,Orange
10133538,0.0033,Lemon
10133539,0.0122,Lemon
10133540,0.0325,Lemon
10133541,0.0002,Apple
10133542,0.0301,Orange
10133543,0.0357,Lemon
10133544,0.0326,Apple
10133545,0.0375,Lemon
10133546,0.026,Lemon
10133547,0.0287,Apple
10133548,0.0344,Orange
10133549,0.0394,Lemon
10133550,0.0389,Apple
10133551,0.0138,Lemon
10133552,0.0102,Lemon
10133553,0.0112,Lemon
10133554,0.0304,Lemon
10133555,0.0217,Lemon
10133556,0.0223,Lemon
10133557,0.0353,Apple
10133558,0.0001,Lemon
10133559,0.0094,Apple
10133560,0.0319,Orange
10133561,0.0083,Apple
10133562,0.0377,Lemon
10133563,0.0097,Orange
10133564,0.0074,Apple
10133565,0.0162,Lemon
10133566,0.0354,Orange
10133567,0.0068,Orange
10133568,0.0267,Lemon
10133569,0.0228,Apple
10133570,0.002,Lemon
10133571,0.0245,Lemon
10133572,0.024,Orange
10133573,0.0179,Orange
10133574,0.024,Apple
10133575,0.0264,Lemon
10133576,0.0202,Apple
10133577,0.0159,Apple
10133578,0.01,Lemon
10133579,0.0005,Apple
10133580,0.0392,Lemon
10133581,0.0325,Apple
10133582,0.0226,Orange
10133583,0.0167,Apple
10133584,0.0024,Lemon
10133585,0.0021,Orange
10133586,0.0274,Apple
10133587,0.009,Orange
10133588,0.0079,Lemon
10133589,0.0155,Apple
10133590,0.0083,Apple
10133591,0.016,Lemon
10133592,0.0089,Apple
10133593,0.0227,Lemon
10133594,0.0013,Lemon
10133595,0.0157,Orange
10133596,0.0003,Lemon
10133597,0.029,Lemon
10133598,0.032,Apple
10133599,0.0394,Lemon
10133600,0.0005,Apple
10133601,0.0347,Lemon
10133602,0.031,Orange
10133603,0.0168,Orange
10133604,0.0391,Orange
10133605,0.003,Apple
10133606,0.0148,Lemon
10133607,0.023,Lemon
10133608,0.0202,Lemon
10133609,0.0262,Apple
10133610,0.0329,Lemon
10133611,0.0349,Apple
10133612,0.0331,Orange
10133613,0.0033,Lemon
10133614,0.0148,Apple
10133615,0.0205,Lemon
10133616,0.0334,Apple
10133617,0.0087,Apple
10133618,0.0114,Orange
10133619,0.0237,Lemon
10133620,0.013,Apple
10133621,0.009,Lemon
10133622,0.0023,Apple
10133623,0.026,Orange
10133624,0.0165,Lemon
10133625,0.039,Orange
10133626,0.0314,Lemon
10133627,0.0028,Lemon
10133628,0.0193,Apple
10133629,0.0084,Lemon
10133630,0.0027,Orange
10133631,0.0201,Lemon
10133632,0.0318,Orange
10133633,0.0315,Orange
10133634,0.0124,Lemon
10133635,0.0118,Apple
10133636,0.0088,Apple
10133637,0.0188,Apple
10133638,0.0384,Apple
10133639,0.0381,Lemon
10133640,0.0071,Apple
10133641,0.0343,Apple
10133642,0.0367,Lemon
10133643,0.0334,Lemon
10133644,0.0204,Apple
10133645,0.0094,Lemon
10133646,0.0063,Lemon
10133647,0.0165,Apple
10133648,0.0248,Apple
10133649,0.0034,Apple
10133650,0.0237,Orange
10133651,0.0176,Lemon
10133652,0.0013,Lemon
10133653,0.0211,Lemon
10133654,0.0011,Lemon
10133655,0.0287,Lemon
10133656,0.0333,Orange
10133657,0.0275,Orange
10133658,0.0247,Orange
10133659,0.0398,Apple
10133660,0.0205,Lemon
10133661,0.0347,Lemon
10133662,0.0003,Apple
10133663,0.0378,Lemon
10133664,0.0063,Apple
10133665,0.036,Lemon
10133666,0.0377,Orange
10133667,0.0283,Orange
10133668,0.0276,Apple
10133669,0.0387,Apple
10133670,0.0264,Apple
10133671,0.032,Apple
10133672,0.023,Apple
10133673,0.039,Orange
10133674,0.029,Lemon
10133675,0.0179,Orange
10133676,0.0001,Lemon
10133677,0.0318,Lemon
10133678,0.0034,Apple
10133679,0.0172,Lemon
10133680,0.0397,Apple
10133681,0.0218,Lemon
10133682,0.0019,Lemon
10133683,0.0194,Apple
10133684,0.0274,Orange
10133685,0.0242,Orange
10133686,0.0059,Apple
10133687,0.011,Lemon
10133688,0.0195,Apple
10133689,0.0344,Apple
10133690,0.012,Apple
10133691,0.0219,Apple
10133692,0.0344,Orange
10133693,0.0109,Orange
10133694,0.0178,Lemon
10133695,0.021,Lemon
10133696,0.0013,Lemon
10133697,0.0065,Orange
10133698,0.0387,Lemon
10133699,0.0151,Apple
10133700,0.0147,Orange
10133701,0.0278,Orange
10133702,0.0275,Apple
10133703,0.0021,Orange
10133704,0.0235,Orange
10133705,0.0308,Apple
10133706,0.0159,Lemon
10133707,0.0311,Lemon
10133708,0.0014,Lemon
10133709,0.0237,Lemon
10133710,0.039,Orange
10133711,0.0092,Orange
10133712,0.0012,Orange
10133713,0.0138,Orange
10133714,0.0156,Apple
10133715,0.0159,Orange
10133716,0.0268,Lemon
10133717,0.033,Orange
10133718,0.0127,Lemon
10133719,0.023,Lemon
10133720,0.0125,Apple
10133721,0.0397,Orange
10133722,0.0241,Orange
10133723,0.0051,Orange
10133724,0.0299,Lemon
10133725,0.0389,Lemon
10133726,0.0307,Apple
10133727,0.0322,Apple
10133728,0.0353,Apple
10133729,0.0389,Lemon
10133730,0.0259,Lemon
10133731,0.0371,Apple
10133732,0.0298,Apple
10133733,0.0112,Lemon
10133734,0.0326,Lemon
10133735,0.002,Orange
10133736,0.036,Lemon
10133737,0.0103,Lemon
10133738,0.0165,Orange
10133739,0.0137,Orange
10133740,0.0187,Orange
10133741,0.0139,Lemon
10133742,0.0054,Apple
10133743,0.031,Orange
10133744,0.0157,Apple
10133745,0.0112,Apple
10133746,0.0234,Apple
10133747,0.0104,Lemon
